incident_id,opened_on,site_code,site_name,region,workstream,category,severity,resolution_hours,impacted_units,impacted_orders,owner_team
INC-0000625,2025-08-24,SYD-01,Sydney Service Campus,Asia Pacific,Inbound,Staffing instability,medium,23.9,12,6,Site Leadership
INC-0000626,2025-08-25,CHI-02,Chicago Distribution Campus,North America,Returns,Equipment reliability,low,8.4,6,3,Site Leadership
INC-0000627,2025-08-26,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Fulfillment,Inventory variance,medium,7.9,39,5,Site Leadership
INC-0000628,2025-08-27,DAL-03,Dallas Omni-Channel Hub,North America,Fulfillment,Staffing instability,low,14.5,17,6,Site Leadership
INC-0000629,2025-08-27,SYD-01,Sydney Service Campus,Asia Pacific,Inbound,Inventory variance,low,26.9,12,6,Site Leadership
INC-0000630,2025-08-29,CHI-02,Chicago Distribution Campus,North America,Inbound,Staffing instability,medium,16.2,23,7,Site Leadership
INC-0000631,2025-08-29,MEX-01,Monterrey Export Gateway,Latin America,Returns,Process discipline,critical,24.1,17,8,Operations Excellence
INC-0000632,2025-08-29,LHR-03,Milton Keynes Network Center,Europe,Kitting,Inventory variance,low,12.4,20,7,Site Leadership
INC-0000633,2025-08-29,SIN-01,Singapore Control Tower,Asia Pacific,Fulfillment,Carrier exception,low,13.9,36,7,Site Leadership
INC-0000634,2025-08-30,CHI-02,Chicago Distribution Campus,North America,Inbound,Carrier exception,high,20.5,17,8,Operations Excellence
INC-0000635,2025-08-30,JHB-01,Johannesburg Service Hub,Africa,Inbound,Inventory variance,medium,13.6,14,5,Site Leadership
INC-0000636,2025-08-30,SIN-01,Singapore Control Tower,Asia Pacific,Fulfillment,Inventory variance,low,21.4,25,3,Site Leadership
INC-0000637,2025-08-30,SYD-01,Sydney Service Campus,Asia Pacific,Fulfillment,Carrier exception,low,19.1,18,3,Site Leadership
INC-0000638,2025-08-31,MAD-02,Madrid Service Center,Europe,Inbound,Supplier quality,medium,17.0,19,8,Site Leadership
INC-0000639,2025-08-31,DXB-01,Dubai Regional Gateway,Middle East,Inbound,Inventory variance,low,18.1,18,5,Site Leadership
INC-0000640,2025-08-31,JHB-01,Johannesburg Service Hub,Africa,Returns,Carrier exception,critical,20.3,6,6,Operations Excellence
INC-0000641,2025-08-31,SYD-01,Sydney Service Campus,Asia Pacific,Fulfillment,Process discipline,low,25.3,15,5,Site Leadership
INC-0000642,2025-09-02,FRA-01,Frankfurt Regional Hub,Europe,Inbound,Process discipline,medium,8.2,19,9,Site Leadership
INC-0000643,2025-09-02,DXB-01,Dubai Regional Gateway,Middle East,Inbound,Equipment reliability,medium,11.8,9,8,Site Leadership
INC-0000644,2025-09-03,FRA-01,Frankfurt Regional Hub,Europe,Returns,Process discipline,low,22.6,14,10,Site Leadership
INC-0000645,2025-09-03,MAD-02,Madrid Service Center,Europe,Kitting,Equipment reliability,low,14.8,13,8,Site Leadership
INC-0000646,2025-09-04,ATL-01,Atlanta Fulfillment Center,North America,Fulfillment,Staffing instability,high,27.7,42,12,Operations Excellence
INC-0000647,2025-09-05,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Process discipline,medium,5.6,38,8,Site Leadership
INC-0000648,2025-09-05,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Kitting,Process discipline,high,20.4,15,4,Operations Excellence
INC-0000649,2025-09-05,SIN-01,Singapore Control Tower,Asia Pacific,Fulfillment,Equipment reliability,low,22.4,16,2,Site Leadership
INC-0000650,2025-09-06,ATL-01,Atlanta Fulfillment Center,North America,Fulfillment,Process discipline,low,19.3,17,4,Site Leadership
INC-0000651,2025-09-06,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Equipment reliability,low,7.2,33,4,Site Leadership
INC-0000652,2025-09-07,SYD-01,Sydney Service Campus,Asia Pacific,Kitting,Supplier quality,high,11.1,10,12,Operations Excellence
INC-0000653,2025-09-08,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Returns,Staffing instability,medium,19.7,10,6,Site Leadership
INC-0000654,2025-09-09,FRA-01,Frankfurt Regional Hub,Europe,Kitting,Supplier quality,medium,13.5,7,5,Site Leadership
INC-0000655,2025-09-09,JHB-01,Johannesburg Service Hub,Africa,Inbound,Carrier exception,medium,16.9,14,8,Site Leadership
INC-0000656,2025-09-09,SYD-01,Sydney Service Campus,Asia Pacific,Inbound,Carrier exception,high,26.2,18,7,Operations Excellence
INC-0000657,2025-09-10,FRA-01,Frankfurt Regional Hub,Europe,Inbound,Staffing instability,low,4.0,18,2,Site Leadership
INC-0000658,2025-09-10,JHB-01,Johannesburg Service Hub,Africa,Returns,Inventory variance,critical,26.6,9,5,Operations Excellence
INC-0000659,2025-09-10,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Returns,Carrier exception,low,13.0,14,5,Site Leadership
INC-0000660,2025-09-11,MEX-01,Monterrey Export Gateway,Latin America,Returns,Inventory variance,high,8.3,6,5,Operations Excellence
INC-0000661,2025-09-11,DXB-01,Dubai Regional Gateway,Middle East,Fulfillment,Staffing instability,low,26.2,13,5,Site Leadership
INC-0000662,2025-09-12,DAL-03,Dallas Omni-Channel Hub,North America,Inbound,Supplier quality,medium,20.3,33,6,Site Leadership
INC-0000663,2025-09-12,FRA-01,Frankfurt Regional Hub,Europe,Kitting,Carrier exception,low,11.9,6,2,Site Leadership
INC-0000664,2025-09-12,JHB-01,Johannesburg Service Hub,Africa,Kitting,Process discipline,low,25.3,5,5,Site Leadership
INC-0000665,2025-09-14,MAD-02,Madrid Service Center,Europe,Inbound,Staffing instability,low,25.1,23,6,Site Leadership
INC-0000666,2025-09-15,FRA-01,Frankfurt Regional Hub,Europe,Inbound,Staffing instability,medium,5.2,10,8,Site Leadership
INC-0000667,2025-09-15,FRA-01,Frankfurt Regional Hub,Europe,Fulfillment,Equipment reliability,low,22.1,25,4,Site Leadership
INC-0000668,2025-09-15,FRA-01,Frankfurt Regional Hub,Europe,Fulfillment,Staffing instability,high,4.8,28,6,Operations Excellence
INC-0000669,2025-09-16,LHR-03,Milton Keynes Network Center,Europe,Returns,Inventory variance,critical,20.6,13,7,Operations Excellence
INC-0000670,2025-09-16,JHB-01,Johannesburg Service Hub,Africa,Fulfillment,Inventory variance,low,26.3,16,5,Site Leadership
INC-0000671,2025-09-16,SIN-01,Singapore Control Tower,Asia Pacific,Inbound,Supplier quality,critical,38.9,22,7,Operations Excellence
INC-0000672,2025-09-17,CHI-02,Chicago Distribution Campus,North America,Fulfillment,Process discipline,medium,7.9,32,6,Site Leadership
INC-0000673,2025-09-17,CHI-02,Chicago Distribution Campus,North America,Inbound,Equipment reliability,low,18.1,21,4,Site Leadership
INC-0000674,2025-09-17,MEX-01,Monterrey Export Gateway,Latin America,Returns,Staffing instability,high,5.2,6,12,Operations Excellence
INC-0000675,2025-09-17,SIN-01,Singapore Control Tower,Asia Pacific,Fulfillment,Supplier quality,medium,23.7,10,5,Site Leadership
INC-0000676,2025-09-18,DAL-03,Dallas Omni-Channel Hub,North America,Returns,Supplier quality,high,26.2,13,6,Operations Excellence
INC-0000677,2025-09-18,LHR-03,Milton Keynes Network Center,Europe,Returns,Equipment reliability,medium,16.0,21,6,Site Leadership
INC-0000678,2025-09-18,JHB-01,Johannesburg Service Hub,Africa,Fulfillment,Staffing instability,critical,35.8,22,10,Operations Excellence
INC-0000679,2025-09-19,JHB-01,Johannesburg Service Hub,Africa,Kitting,Equipment reliability,high,13.3,6,13,Operations Excellence
INC-0000680,2025-09-19,SIN-01,Singapore Control Tower,Asia Pacific,Returns,Supplier quality,low,7.9,12,5,Site Leadership
INC-0000681,2025-09-20,CHI-02,Chicago Distribution Campus,North America,Fulfillment,Carrier exception,low,5.6,11,2,Site Leadership
INC-0000682,2025-09-20,DAL-03,Dallas Omni-Channel Hub,North America,Fulfillment,Inventory variance,low,6.6,36,6,Site Leadership
INC-0000683,2025-09-20,MEX-01,Monterrey Export Gateway,Latin America,Inbound,Supplier quality,low,19.9,10,4,Site Leadership
INC-0000684,2025-09-20,JHB-01,Johannesburg Service Hub,Africa,Fulfillment,Supplier quality,low,22.9,10,4,Site Leadership
INC-0000685,2025-09-21,DXB-01,Dubai Regional Gateway,Middle East,Fulfillment,Carrier exception,medium,14.5,20,7,Site Leadership
INC-0000686,2025-09-22,CHI-02,Chicago Distribution Campus,North America,Fulfillment,Carrier exception,low,15.1,23,4,Site Leadership
INC-0000687,2025-09-22,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Carrier exception,low,5.6,18,7,Site Leadership
INC-0000688,2025-09-22,SIN-01,Singapore Control Tower,Asia Pacific,Fulfillment,Inventory variance,low,11.8,26,8,Site Leadership
INC-0000689,2025-09-22,SYD-01,Sydney Service Campus,Asia Pacific,Returns,Staffing instability,high,20.0,12,8,Operations Excellence
INC-0000690,2025-09-23,ATL-01,Atlanta Fulfillment Center,North America,Returns,Process discipline,low,15.6,10,6,Site Leadership
INC-0000691,2025-09-23,DXB-01,Dubai Regional Gateway,Middle East,Returns,Process discipline,low,5.0,13,7,Site Leadership
INC-0000692,2025-09-23,DXB-01,Dubai Regional Gateway,Middle East,Inbound,Supplier quality,low,9.0,18,4,Site Leadership
INC-0000693,2025-09-23,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Inbound,Staffing instability,medium,21.9,12,4,Site Leadership
INC-0000694,2025-09-23,SYD-01,Sydney Service Campus,Asia Pacific,Kitting,Supplier quality,critical,33.0,9,10,Operations Excellence
INC-0000695,2025-09-24,ATL-01,Atlanta Fulfillment Center,North America,Fulfillment,Supplier quality,low,17.0,16,7,Site Leadership
INC-0000696,2025-09-24,CHI-02,Chicago Distribution Campus,North America,Kitting,Staffing instability,low,21.2,22,4,Site Leadership
INC-0000697,2025-09-24,FRA-01,Frankfurt Regional Hub,Europe,Inbound,Carrier exception,low,10.5,27,9,Site Leadership
INC-0000698,2025-09-24,MAD-02,Madrid Service Center,Europe,Inbound,Equipment reliability,low,5.6,9,8,Site Leadership
INC-0000699,2025-09-25,CHI-02,Chicago Distribution Campus,North America,Kitting,Staffing instability,low,17.0,6,4,Site Leadership
INC-0000700,2025-09-25,DAL-03,Dallas Omni-Channel Hub,North America,Inbound,Carrier exception,low,6.0,14,3,Site Leadership
INC-0000701,2025-09-25,MEX-01,Monterrey Export Gateway,Latin America,Returns,Carrier exception,low,4.9,7,7,Site Leadership
INC-0000702,2025-09-26,DAL-03,Dallas Omni-Channel Hub,North America,Fulfillment,Equipment reliability,low,15.0,57,7,Site Leadership
INC-0000703,2025-09-26,DXB-01,Dubai Regional Gateway,Middle East,Kitting,Carrier exception,critical,16.2,9,12,Operations Excellence
INC-0000704,2025-09-26,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Fulfillment,Equipment reliability,low,25.6,46,7,Site Leadership
INC-0000705,2025-09-26,SIN-01,Singapore Control Tower,Asia Pacific,Fulfillment,Equipment reliability,low,16.0,17,4,Site Leadership
INC-0000706,2025-09-27,ATL-01,Atlanta Fulfillment Center,North America,Returns,Staffing instability,medium,5.0,12,3,Site Leadership
INC-0000707,2025-09-27,DAL-03,Dallas Omni-Channel Hub,North America,Kitting,Supplier quality,medium,15.9,12,9,Site Leadership
INC-0000708,2025-09-27,MAD-02,Madrid Service Center,Europe,Inbound,Carrier exception,low,25.0,14,5,Site Leadership
INC-0000709,2025-09-27,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Inbound,Supplier quality,high,10.1,10,14,Operations Excellence
INC-0000710,2025-09-28,ATL-01,Atlanta Fulfillment Center,North America,Returns,Equipment reliability,low,22.6,11,4,Site Leadership
INC-0000711,2025-09-28,MEX-01,Monterrey Export Gateway,Latin America,Returns,Supplier quality,low,19.3,12,9,Site Leadership
INC-0000712,2025-09-29,CHI-02,Chicago Distribution Campus,North America,Fulfillment,Process discipline,medium,23.4,22,10,Site Leadership
INC-0000713,2025-09-29,DXB-01,Dubai Regional Gateway,Middle East,Kitting,Supplier quality,medium,4.2,4,6,Site Leadership
INC-0000714,2025-09-29,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Fulfillment,Supplier quality,high,25.8,48,10,Operations Excellence
INC-0000715,2025-09-29,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Fulfillment,Process discipline,high,27.1,48,6,Operations Excellence
INC-0000716,2025-09-30,DXB-01,Dubai Regional Gateway,Middle East,Kitting,Carrier exception,medium,8.5,18,7,Site Leadership
INC-0000717,2025-09-30,JHB-01,Johannesburg Service Hub,Africa,Returns,Supplier quality,high,4.5,15,7,Operations Excellence
INC-0000718,2025-09-30,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Fulfillment,Equipment reliability,medium,13.6,40,7,Site Leadership
INC-0000719,2025-10-01,CHI-02,Chicago Distribution Campus,North America,Kitting,Equipment reliability,medium,23.3,21,5,Site Leadership
INC-0000720,2025-10-02,MAD-02,Madrid Service Center,Europe,Inbound,Process discipline,low,10.2,30,7,Site Leadership
INC-0000721,2025-10-02,JHB-01,Johannesburg Service Hub,Africa,Returns,Inventory variance,critical,33.1,12,6,Operations Excellence
INC-0000722,2025-10-03,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Carrier exception,critical,20.0,21,10,Operations Excellence
INC-0000723,2025-10-03,MAD-02,Madrid Service Center,Europe,Kitting,Carrier exception,low,19.4,9,4,Site Leadership
INC-0000724,2025-10-03,JHB-01,Johannesburg Service Hub,Africa,Fulfillment,Process discipline,high,21.4,22,8,Operations Excellence
INC-0000725,2025-10-03,JHB-01,Johannesburg Service Hub,Africa,Returns,Equipment reliability,high,15.9,10,9,Operations Excellence
INC-0000726,2025-10-04,LHR-03,Milton Keynes Network Center,Europe,Returns,Supplier quality,low,27.6,7,4,Site Leadership
INC-0000727,2025-10-05,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Equipment reliability,medium,20.3,18,13,Site Leadership
INC-0000728,2025-10-05,JHB-01,Johannesburg Service Hub,Africa,Inbound,Inventory variance,critical,35.9,11,9,Operations Excellence
INC-0000729,2025-10-05,SYD-01,Sydney Service Campus,Asia Pacific,Fulfillment,Carrier exception,low,8.2,24,5,Site Leadership
INC-0000730,2025-10-06,ATL-01,Atlanta Fulfillment Center,North America,Fulfillment,Staffing instability,low,11.2,58,2,Site Leadership
INC-0000731,2025-10-07,DAL-03,Dallas Omni-Channel Hub,North America,Kitting,Inventory variance,high,16.5,10,11,Operations Excellence
INC-0000732,2025-10-08,DXB-01,Dubai Regional Gateway,Middle East,Kitting,Staffing instability,high,22.0,9,6,Operations Excellence
INC-0000733,2025-10-09,MEX-01,Monterrey Export Gateway,Latin America,Returns,Equipment reliability,low,13.6,10,7,Site Leadership
INC-0000734,2025-10-09,DXB-01,Dubai Regional Gateway,Middle East,Kitting,Supplier quality,low,9.9,17,3,Site Leadership
INC-0000735,2025-10-09,SIN-01,Singapore Control Tower,Asia Pacific,Fulfillment,Process discipline,low,9.1,18,2,Site Leadership
INC-0000736,2025-10-10,CHI-02,Chicago Distribution Campus,North America,Inbound,Process discipline,low,7.2,31,8,Site Leadership
INC-0000737,2025-10-10,DAL-03,Dallas Omni-Channel Hub,North America,Kitting,Carrier exception,low,27.1,15,6,Site Leadership
INC-0000738,2025-10-10,SIN-01,Singapore Control Tower,Asia Pacific,Fulfillment,Carrier exception,low,6.8,13,5,Site Leadership
INC-0000739,2025-10-11,ATL-01,Atlanta Fulfillment Center,North America,Inbound,Inventory variance,low,8.6,29,1,Site Leadership
INC-0000740,2025-10-11,DAL-03,Dallas Omni-Channel Hub,North America,Fulfillment,Supplier quality,medium,16.7,43,9,Site Leadership
INC-0000741,2025-10-11,MEX-01,Monterrey Export Gateway,Latin America,Returns,Equipment reliability,high,23.3,5,6,Operations Excellence
INC-0000742,2025-10-11,MAD-02,Madrid Service Center,Europe,Inbound,Supplier quality,low,24.4,13,4,Site Leadership
INC-0000743,2025-10-11,SIN-01,Singapore Control Tower,Asia Pacific,Fulfillment,Carrier exception,low,19.0,13,5,Site Leadership
INC-0000744,2025-10-12,MAD-02,Madrid Service Center,Europe,Fulfillment,Supplier quality,low,10.2,14,5,Site Leadership
INC-0000745,2025-10-13,MAD-02,Madrid Service Center,Europe,Inbound,Process discipline,medium,16.8,19,7,Site Leadership
INC-0000746,2025-10-13,JHB-01,Johannesburg Service Hub,Africa,Fulfillment,Process discipline,low,12.6,18,3,Site Leadership
INC-0000747,2025-10-14,CHI-02,Chicago Distribution Campus,North America,Returns,Carrier exception,low,17.7,20,4,Site Leadership
INC-0000748,2025-10-14,JHB-01,Johannesburg Service Hub,Africa,Fulfillment,Inventory variance,critical,22.4,22,13,Operations Excellence
INC-0000749,2025-10-14,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Kitting,Process discipline,high,4.6,12,11,Operations Excellence
INC-0000750,2025-10-15,LHR-03,Milton Keynes Network Center,Europe,Inbound,Carrier exception,medium,6.5,28,4,Site Leadership
INC-0000751,2025-10-16,DAL-03,Dallas Omni-Channel Hub,North America,Kitting,Equipment reliability,low,4.6,18,4,Site Leadership
INC-0000752,2025-10-16,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Equipment reliability,high,10.3,12,6,Operations Excellence
INC-0000753,2025-10-17,MEX-01,Monterrey Export Gateway,Latin America,Returns,Carrier exception,medium,12.2,11,8,Site Leadership
INC-0000754,2025-10-17,SIN-01,Singapore Control Tower,Asia Pacific,Fulfillment,Carrier exception,medium,7.1,35,5,Site Leadership
INC-0000755,2025-10-17,SYD-01,Sydney Service Campus,Asia Pacific,Returns,Staffing instability,low,21.5,6,5,Site Leadership
INC-0000756,2025-10-18,LHR-03,Milton Keynes Network Center,Europe,Returns,Supplier quality,medium,21.0,9,4,Site Leadership
INC-0000757,2025-10-18,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Fulfillment,Inventory variance,low,11.8,38,2,Site Leadership
INC-0000758,2025-10-19,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Returns,Process discipline,critical,27.4,10,14,Operations Excellence
INC-0000759,2025-10-19,SIN-01,Singapore Control Tower,Asia Pacific,Returns,Staffing instability,low,23.0,16,3,Site Leadership
INC-0000760,2025-10-20,ATL-01,Atlanta Fulfillment Center,North America,Returns,Staffing instability,low,5.8,12,6,Site Leadership
INC-0000761,2025-10-20,DAL-03,Dallas Omni-Channel Hub,North America,Inbound,Supplier quality,low,14.5,23,3,Site Leadership
INC-0000762,2025-10-20,MAD-02,Madrid Service Center,Europe,Kitting,Staffing instability,low,13.3,8,7,Site Leadership
INC-0000763,2025-10-20,JHB-01,Johannesburg Service Hub,Africa,Fulfillment,Staffing instability,medium,4.7,27,10,Site Leadership
INC-0000764,2025-10-21,ATL-01,Atlanta Fulfillment Center,North America,Returns,Inventory variance,low,27.0,8,5,Site Leadership
INC-0000765,2025-10-21,FRA-01,Frankfurt Regional Hub,Europe,Returns,Inventory variance,low,24.4,16,6,Site Leadership
INC-0000766,2025-10-22,DXB-01,Dubai Regional Gateway,Middle East,Returns,Equipment reliability,critical,38.6,4,9,Operations Excellence
INC-0000767,2025-10-22,DXB-01,Dubai Regional Gateway,Middle East,Returns,Supplier quality,critical,16.0,11,12,Operations Excellence
INC-0000768,2025-10-23,ATL-01,Atlanta Fulfillment Center,North America,Returns,Inventory variance,low,24.2,16,1,Site Leadership
INC-0000769,2025-10-23,MEX-01,Monterrey Export Gateway,Latin America,Inbound,Carrier exception,medium,8.3,20,8,Site Leadership
INC-0000770,2025-10-23,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Returns,Process discipline,high,17.9,15,7,Operations Excellence
INC-0000771,2025-10-24,ATL-01,Atlanta Fulfillment Center,North America,Fulfillment,Staffing instability,low,8.9,63,7,Site Leadership
INC-0000772,2025-10-24,LHR-03,Milton Keynes Network Center,Europe,Returns,Inventory variance,high,15.0,10,9,Operations Excellence
INC-0000773,2025-10-24,DXB-01,Dubai Regional Gateway,Middle East,Inbound,Supplier quality,low,16.1,12,3,Site Leadership
INC-0000774,2025-10-24,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Fulfillment,Supplier quality,low,26.4,47,8,Site Leadership
INC-0000775,2025-10-24,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Returns,Carrier exception,critical,36.9,16,10,Operations Excellence
INC-0000776,2025-10-24,SYD-01,Sydney Service Campus,Asia Pacific,Fulfillment,Supplier quality,low,24.2,32,7,Site Leadership
INC-0000777,2025-10-25,DXB-01,Dubai Regional Gateway,Middle East,Kitting,Inventory variance,low,21.6,6,5,Site Leadership
INC-0000778,2025-10-25,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Kitting,Carrier exception,low,9.4,17,5,Site Leadership
INC-0000779,2025-10-25,SYD-01,Sydney Service Campus,Asia Pacific,Fulfillment,Equipment reliability,medium,12.2,20,6,Site Leadership
INC-0000780,2025-10-26,FRA-01,Frankfurt Regional Hub,Europe,Returns,Inventory variance,medium,25.5,7,10,Site Leadership
INC-0000781,2025-10-26,DXB-01,Dubai Regional Gateway,Middle East,Kitting,Equipment reliability,medium,8.0,11,8,Site Leadership
INC-0000782,2025-10-27,MEX-01,Monterrey Export Gateway,Latin America,Returns,Process discipline,high,16.6,8,9,Operations Excellence
INC-0000783,2025-10-28,MAD-02,Madrid Service Center,Europe,Fulfillment,Staffing instability,critical,30.2,36,16,Operations Excellence
INC-0000784,2025-10-29,ATL-01,Atlanta Fulfillment Center,North America,Inbound,Carrier exception,low,14.5,31,2,Site Leadership
INC-0000785,2025-10-29,FRA-01,Frankfurt Regional Hub,Europe,Inbound,Carrier exception,low,14.1,30,3,Site Leadership
INC-0000786,2025-10-29,FRA-01,Frankfurt Regional Hub,Europe,Kitting,Carrier exception,low,24.1,23,8,Site Leadership
INC-0000787,2025-10-30,ATL-01,Atlanta Fulfillment Center,North America,Fulfillment,Inventory variance,low,10.5,49,2,Site Leadership
INC-0000788,2025-10-30,CHI-02,Chicago Distribution Campus,North America,Kitting,Supplier quality,low,6.6,12,6,Site Leadership
INC-0000789,2025-10-30,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Inventory variance,low,27.1,21,9,Site Leadership
INC-0000790,2025-10-30,MEX-01,Monterrey Export Gateway,Latin America,Returns,Equipment reliability,high,13.7,18,6,Operations Excellence
INC-0000791,2025-10-30,SIN-01,Singapore Control Tower,Asia Pacific,Kitting,Carrier exception,low,7.6,8,8,Site Leadership
INC-0000792,2025-10-31,JHB-01,Johannesburg Service Hub,Africa,Fulfillment,Equipment reliability,critical,19.6,29,7,Operations Excellence
INC-0000793,2025-11-01,MEX-01,Monterrey Export Gateway,Latin America,Returns,Staffing instability,critical,18.2,15,9,Operations Excellence
INC-0000794,2025-11-01,MAD-02,Madrid Service Center,Europe,Kitting,Carrier exception,high,20.0,17,4,Operations Excellence
INC-0000795,2025-11-01,DXB-01,Dubai Regional Gateway,Middle East,Fulfillment,Process discipline,medium,8.3,28,11,Site Leadership
INC-0000796,2025-11-01,SYD-01,Sydney Service Campus,Asia Pacific,Inbound,Equipment reliability,medium,8.0,15,10,Site Leadership
INC-0000797,2025-11-02,SIN-01,Singapore Control Tower,Asia Pacific,Returns,Supplier quality,low,8.4,7,4,Site Leadership
INC-0000798,2025-11-03,MEX-01,Monterrey Export Gateway,Latin America,Returns,Carrier exception,high,27.6,19,13,Operations Excellence
INC-0000799,2025-11-03,MEX-01,Monterrey Export Gateway,Latin America,Returns,Staffing instability,medium,6.3,7,5,Site Leadership
INC-0000800,2025-11-03,DXB-01,Dubai Regional Gateway,Middle East,Returns,Supplier quality,low,8.2,12,5,Site Leadership
INC-0000801,2025-11-03,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Fulfillment,Process discipline,medium,23.4,45,10,Site Leadership
INC-0000802,2025-11-04,MAD-02,Madrid Service Center,Europe,Kitting,Carrier exception,medium,10.3,17,7,Site Leadership
INC-0000803,2025-11-04,JHB-01,Johannesburg Service Hub,Africa,Fulfillment,Staffing instability,critical,27.4,12,7,Operations Excellence
INC-0000804,2025-11-05,ATL-01,Atlanta Fulfillment Center,North America,Kitting,Process discipline,critical,33.4,26,13,Operations Excellence
INC-0000805,2025-11-05,ATL-01,Atlanta Fulfillment Center,North America,Kitting,Process discipline,low,21.0,16,6,Site Leadership
INC-0000806,2025-11-06,CHI-02,Chicago Distribution Campus,North America,Inbound,Carrier exception,low,11.0,25,6,Site Leadership
INC-0000807,2025-11-06,MEX-01,Monterrey Export Gateway,Latin America,Returns,Inventory variance,critical,9.5,15,10,Operations Excellence
INC-0000808,2025-11-06,LHR-03,Milton Keynes Network Center,Europe,Inbound,Staffing instability,high,19.3,11,11,Operations Excellence
INC-0000809,2025-11-06,SYD-01,Sydney Service Campus,Asia Pacific,Kitting,Inventory variance,medium,18.7,5,10,Site Leadership
INC-0000810,2025-11-08,CHI-02,Chicago Distribution Campus,North America,Kitting,Process discipline,low,9.8,10,3,Site Leadership
INC-0000811,2025-11-08,DAL-03,Dallas Omni-Channel Hub,North America,Inbound,Staffing instability,low,27.1,19,5,Site Leadership
INC-0000812,2025-11-08,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Process discipline,medium,20.8,17,4,Site Leadership
INC-0000813,2025-11-08,MAD-02,Madrid Service Center,Europe,Fulfillment,Inventory variance,low,14.4,19,6,Site Leadership
INC-0000814,2025-11-08,DXB-01,Dubai Regional Gateway,Middle East,Returns,Inventory variance,low,11.0,12,6,Site Leadership
INC-0000815,2025-11-09,DAL-03,Dallas Omni-Channel Hub,North America,Kitting,Equipment reliability,medium,15.5,7,6,Site Leadership
INC-0000816,2025-11-09,JHB-01,Johannesburg Service Hub,Africa,Kitting,Inventory variance,critical,6.4,12,5,Operations Excellence
INC-0000817,2025-11-10,CHI-02,Chicago Distribution Campus,North America,Kitting,Process discipline,medium,15.1,17,5,Site Leadership
INC-0000818,2025-11-10,CHI-02,Chicago Distribution Campus,North America,Returns,Equipment reliability,critical,17.0,7,15,Operations Excellence
INC-0000819,2025-11-10,FRA-01,Frankfurt Regional Hub,Europe,Returns,Carrier exception,medium,19.1,22,11,Site Leadership
INC-0000820,2025-11-11,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Kitting,Supplier quality,low,26.8,6,7,Site Leadership
INC-0000821,2025-11-12,MAD-02,Madrid Service Center,Europe,Kitting,Equipment reliability,low,10.0,14,7,Site Leadership
INC-0000822,2025-11-12,SIN-01,Singapore Control Tower,Asia Pacific,Returns,Equipment reliability,low,25.0,19,3,Site Leadership
INC-0000823,2025-11-13,ATL-01,Atlanta Fulfillment Center,North America,Kitting,Process discipline,high,16.0,24,4,Operations Excellence
INC-0000824,2025-11-13,MAD-02,Madrid Service Center,Europe,Returns,Inventory variance,medium,19.1,15,8,Site Leadership
INC-0000825,2025-11-14,LHR-03,Milton Keynes Network Center,Europe,Inbound,Supplier quality,low,10.2,16,8,Site Leadership
INC-0000826,2025-11-15,DAL-03,Dallas Omni-Channel Hub,North America,Returns,Staffing instability,low,23.8,24,6,Site Leadership
INC-0000827,2025-11-15,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Carrier exception,medium,20.2,12,7,Site Leadership
INC-0000828,2025-11-15,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Inbound,Equipment reliability,medium,26.1,25,11,Site Leadership
INC-0000829,2025-11-16,ATL-01,Atlanta Fulfillment Center,North America,Returns,Equipment reliability,medium,24.9,16,8,Site Leadership
INC-0000830,2025-11-16,CHI-02,Chicago Distribution Campus,North America,Returns,Carrier exception,medium,9.6,11,5,Site Leadership
INC-0000831,2025-11-16,DAL-03,Dallas Omni-Channel Hub,North America,Fulfillment,Carrier exception,medium,8.6,39,10,Site Leadership
